CUSTKEY,NAME,ADDRESS,PHONE,ACCTBAL,MKTSEGMENT
765786,Customer#000765786,2kS7CcBHe2BquxxlKmVtTIAE7emJK,22-162-704-4655,7203.88,AUTOMOBILE
766397,Customer#000766397,FXFuEpbuwQJX0ly,29-396-125-8396,8697.10,AUTOMOBILE
766774,Customer#000766774,",ARA5 bKznZ74WEwY7TlN4 N53K",25-855-832-6779,859.04,MACHINERY
769831,Customer#000769831,uACQ87TuJTmCwJRpKWR,18-175-299-5695,6740.26,BUILDING
773840,Customer#000773840,sLmErcW6n9WotrjefT2gR,30-834-125-3664,814.88,AUTOMOBILE
775589,Customer#000775589,"uGKpqR2YSuYJP,St1k",16-143-990-3883,7518.85,FURNITURE
776339,Customer#000776339,"hKqHrTeMxIfJT7,3wO0LKfykzw1fIA 4i",12-298-553-7123,1230.87,MACHINERY
776450,Customer#000776450,EmwSlziohzpFI1E7smZ0Z,24-547-946-7070,8034.29,AUTOMOBILE
776590,Customer#000776590,"OMe1 obPf,N6lfiBmBKSW0Q0Q7",15-895-760-4576,4128.82,FURNITURE
778138,Customer#000778138,"ZbYs,n2g8d",31-841-272-2045,4950.40,HOUSEHOLD
779095,Customer#000779095,CrK0no7TC3MOm1tOYLcfZSNexnT4,31-489-729-8557,9290.95,FURNITURE
945479,Customer#000945479,f8l0iNXzHkElI,23-863-434-1783,-807.17,FURNITURE
947015,Customer#000947015,"B7Rr3Cc0x5vqGVtGUPus2,hmzsGZcLF",30-226-459-6275,5915.62,BUILDING
947156,Customer#000947156,F aOQGXvtfDsPLbex7t1Wvwx5H3rtyVnyHsWSNRO,27-279-202-1328,849.98,HOUSEHOLD
947900,Customer#000947900,UHMkiKb08e1V5D,29-833-829-7893,9601.15,MACHINERY
948168,Customer#000948168,V6WasysfDTCldLfveyZXpA,33-500-189-4542,3882.35,FURNITURE
948784,Customer#000948784,pLnZkGpxg7wOoO3IpTRGO,12-825-864-7402,831.78,BUILDING
949172,Customer#000949172,"Qlse5JoBPjqYzcq,AfSo7OZvjGks Oq",18-919-444-6504,4023.50,AUTOMOBILE
949490,Customer#000949490,NyaO7b5NldNzFijt0nBaPePzv9SsER06i,13-446-938-6282,902.44,BUILDING
950250,Customer#000950250,rkSuMGwjhw7WCqwuFiFKMae,29-260-998-8600,2677.28,MACHINERY
951439,Customer#000951439,WvUehIrFtvG3gNBvtOmmav0 ZRPOWxfjU,14-735-112-1928,4281.92,FURNITURE
951800,Customer#000951800,"x9oRZLRF,UXFff,IIisXQUtRE sVBu8Fv",11-410-606-3891,5007.96,BUILDING
952682,Customer#000952682,yYFhiWd3EueUUbJHzugTD G8KNxuFgnLSR2AFVG,22-110-122-6862,1055.58,FURNITURE
953042,Customer#000953042,XlT8LJr64H9 oQDF4T5rTA,33-556-192-4735,3122.42,FURNITURE
954372,Customer#000954372,"pmkj3q,,461ey0",28-984-648-8778,314.84,AUTOMOBILE
954640,Customer#000954640,Sc2cvVTWlhl pynvLfDaqK32f5Ii AQ5WGtB,30-484-776-4488,5035.67,HOUSEHOLD
955142,Customer#000955142,"gzZuWwQqX3,CjGK",17-308-375-3547,-6.86,HOUSEHOLD
955818,Customer#000955818,"DXPjlwhpQ95TZ,",22-185-833-6167,1988.35,HOUSEHOLD
956329,Customer#000956329,"rxCKysYTO6KecO RwLg,60,O9vTKANpUp",20-893-143-6715,9976.94,AUTOMOBILE
958309,Customer#000958309,AOX3V4FalzD5GxbJvgVSs,10-171-503-1606,3499.00,BUILDING
959098,Customer#000959098,lmSXkb95GWQuG,21-287-591-7949,9482.30,MACHINERY
959610,Customer#000959610," pwwFzdmsZRrYc628npQ",16-298-611-3640,-503.48,AUTOMOBILE
959816,Customer#000959816,xaXWx9vFP3JQj1WQ,18-930-772-2609,7003.57,HOUSEHOLD
1096442,Customer#001096442,"Kw6KpR4WmwHXMOz,cS1OvmL7JVZtFRduN",27-782-154-1947,8621.81,MACHINERY
1098355,Customer#001098355,PqCdBOoMF1VQyf7,33-121-262-4491,3209.32,MACHINERY
1100483,Customer#001100483,"t9AzlB7kLN,LlOI4bNo5cf",12-823-611-8952,8860.20,AUTOMOBILE
1102209,Customer#001102209,WC2sYIM1Qez,34-583-415-6277,1889.69,MACHINERY
1102473,Customer#001102473,Mf76ipGUo3BN,23-563-390-7573,-409.33,FURNITURE
1102656,Customer#001102656,0orFSVmWVBByUU,11-231-569-5490,8431.95,HOUSEHOLD
1104643,Customer#001104643,HIzGkX MKVOYq4,13-745-356-4822,1656.67,BUILDING
1105075,Customer#001105075,"KIojbyAg,fexJsIvY",15-535-656-5402,4471.86,BUILDING
1105168,Customer#001105168,qasXkemI7cO8ylXhZMSVzk,11-394-511-9310,7484.93,AUTOMOBILE
1107002,Customer#001107002,br hm7gqPvXoUpXcI3JPbjffG73OVJf,14-655-758-1437,1994.60,FURNITURE
1108526,Customer#001108526,"9809qPAo0N,tMU23eSIhTm80zEgJiSQEhNlp3X",19-349-402-2551,643.06,HOUSEHOLD
1109098,Customer#001109098,"1I57KZZKFJW Zus6Ug3b2F,86",24-711-999-4093,-978.03,FURNITURE
1109782,Customer#001109782,p2t7Df2uqYRGs5N4iWKP,21-506-382-9046,9517.43,FURNITURE
1320195,Customer#001320195,"XsxX3nlPPaWtjrPepmlJ,3RGD Af2",10-595-563-2385,-326.44,BUILDING
1324085,Customer#001324085,TIQ1aquw1EqbeSaQ,12-158-296-9311,2565.34,MACHINERY
1326673,Customer#001326673,i0ipGIc77X9N,21-634-647-8092,484.03,FURNITURE
1327318,Customer#001327318,iwrH7tzTF CsAEUsQUDnhUZGRY8JhoHUKGl,21-509-983-1702,5488.66,MACHINERY
1328451,Customer#001328451,GcMAEf2RqYzD2 keB K4ZHJODVqwIDh,13-814-494-2494,9545.00,BUILDING
1330581,Customer#001330581,"8pWAfht,fMO",30-219-295-9210,2704.95,BUILDING
1331198,Customer#001331198,"HraT, ,HWQjNC h2U5cD481v,phHwFRc",19-911-874-6501,715.82,FURNITURE
1332032,Customer#001332032,"98QhGG5FmnPbR6,S2o,uOQl3lZbxsw3",13-993-325-6928,2625.85,AUTOMOBILE
1458683,Customer#001458683,"Crd 1Hub3cX6 Wm0vm7PDwBxREh,7Ne6KUf",32-712-709-9423,2790.60,HOUSEHOLD
1459116,Customer#001459116,8bXH TEcJlpq7Ym,19-830-949-5057,7162.68,AUTOMOBILE
1459523,Customer#001459523,"OyOGT5LRHSJs9u  Wj3E TWB sV,SHQ",12-502-767-8821,9563.03,FURNITURE
1459793,Customer#001459793,p9xUDRkDKoowT64L3XwGf,24-319-833-9585,9464.84,BUILDING
1460650,Customer#001460650,BsV9KjpDjkXN9lKo8v,28-897-732-8618,8929.70,MACHINERY
1461113,Customer#001461113,e3a9vQagJtGq8otbbjaH1dqM4O4,20-213-594-1538,-852.44,FURNITURE
1461686,Customer#001461686,"Ev7w8Qi2gFoHrapY2xJ2uzcD5yzPTZ9LsMWx,z",22-523-237-5697,9385.35,MACHINERY
1462496,Customer#001462496,ITHqABSr17,24-893-378-1688,4065.29,BUILDING
1462972,Customer#001462972,z5 8rIuGXAG29ZxC,34-722-302-3577,3751.18,HOUSEHOLD
1464378,Customer#001464378,66Lm66ocL0Vd92Ljmw23e,24-106-879-5670,2091.78,HOUSEHOLD
1467715,Customer#001467715,OVcepynzywTtQQhsZRG,13-748-697-9633,2925.59,MACHINERY
1468936,Customer#001468936,"yVkiPHumNT1BkIJ9IaW,2j",18-456-756-9835,5087.21,MACHINERY
1469596,Customer#001469596,"SK8FmI,evj7CUqKYUaf1q1STRa0i",13-504-675-3478,1612.67,FURNITURE
16293,Customer#000016293,"ga7,Gp3iMa2IRWjQdFqb8Fh46Jw9UccC",29-287-997-8889,7932.19,AUTOMOBILE
16771,Customer#000016771,y5Q7dmWY53thE9kJX QLDM2V5d8,25-108-514-2532,1514.63,AUTOMOBILE
17307,Customer#000017307,"3 TcCFp,pDULCo1i8mN",18-617-385-2757,7557.23,MACHINERY
18890,Customer#000018890,"4V0WNkidGC,c1J3JTRYEQaDoOraOs8w6",15-983-510-5402,5276.61,AUTOMOBILE
19546,Customer#000019546,MsmsGpqpbyLquZuwK1BDvcwjq jIGSAZE6S0hJUP,19-430-897-7431,1919.94,HOUSEHOLD
19625,Customer#000019625,JGWjk6wiuZy4Fc422aXn29q,30-574-781-5490,3769.28,HOUSEHOLD
20223,Customer#000020223,lT 4wjh3MhKQMhDGlj,14-796-614-5843,9045.29,HOUSEHOLD
20254,Customer#000020254,"xcyjE ,3U8AiA71zMKhJGRUoR",14-649-865-8424,1524.60,MACHINERY
21147,Customer#000021147,"j6mcLR3d,UAdHZ4uRvcGjim0vUStsko0,D,UtW",14-324-417-3810,1273.76,AUTOMOBILE
21465,Customer#000021465,55WbTJgL739zPiECuQAd3EQZa4BHT,23-312-848-7508,8782.51,BUILDING
61069,Customer#000061069,"6iFI9,NMVQqB1GuuMbMPgBGaw9K6,k",25-863-473-3252,6204.15,BUILDING
62858,Customer#000062858,"7FBUwukWmSgYUOA2,2UxaAOZb5Surq",18-461-983-7433,8306.71,HOUSEHOLD
63395,Customer#000063395,zMqCy3y8DtkWzomPGG2c6VXtkn VA5UouSCWGnd,13-347-714-7351,2014.56,FURNITURE
63770,Customer#000063770,"vY5uM6VkKlFzwr,8BM2h",12-876-434-3662,4567.23,BUILDING
66308,Customer#000066308,MmGcjY1BdBZ18ZWeQVJSirGr2ni5,22-461-208-7206,1668.13,AUTOMOBILE
67013,Customer#000067013,rcglQhIGfweaWuRIbR1OPWVWErC,21-351-252-5269,3614.46,MACHINERY
67022,Customer#000067022,9mTWSY4Z9eC53dslWPABGj7,33-988-650-8859,2643.26,MACHINERY
67328,Customer#000067328,oLWMMaeq3L50UqfpY1KuHDtGg,23-676-617-6885,5516.39,FURNITURE
68365,Customer#000068365,rfqdUeF5BLXyhoywVFCkddARYe9H 8Q,13-740-665-8126,2307.85,FURNITURE
68827,Customer#000068827,"ci,Or530LMxQAsP7",12-564-448-3204,6914.82,HOUSEHOLD
69473,Customer#000069473,"HAf6Y XKCNcO6w VrGpGNJFt ,j",23-955-829-9502,9901.48,AUTOMOBILE
72526,Customer#000072526,sUDcqxq28I6BZMpYv2Ij0JhGo2J3Vc6zEByn,25-115-593-2519,857.87,AUTOMOBILE
73108,Customer#000073108,OjFkd7eONHTDYDgFAQiQEyORA34bprK iDKLdF,19-172-323-7527,1691.81,BUILDING
73409,Customer#000073409,UVdq9srwY3,18-235-429-5572,5707.36,HOUSEHOLD
73481,Customer#000073481,bYmuXb9ou8OQemxUxejl9D cH CBBpS,32-387-448-3914,-582.14,AUTOMOBILE
930103,Customer#000930103,i7LeJxz7YzAQ,13-185-515-2608,8918.80,MACHINERY
931645,Customer#000931645,"6mhqQXG016CygrOGiJkWkdC8,7VmLJU",24-614-771-6538,5314.16,AUTOMOBILE
932068,Customer#000932068,SY UDQ3JqDDvHQ0wXwSkIrHHZM3v8b69i,24-159-374-1563,9924.62,FURNITURE
932969,Customer#000932969,"1GYq KnDU LXIoqNgEahpqPp2TsXiaE4,0QtkrOl",16-425-423-4269,-177.48,HOUSEHOLD
934179,Customer#000934179,rxPLzeXMLEWiXa9bg9woo NtxHoGamHMs7ev,22-816-914-6294,8494.81,FURNITURE
936912,Customer#000936912,kSQzwH fm 6BFjdn6RmCa,14-901-978-8170,-651.12,MACHINERY
937620,Customer#000937620,suq7WLYHUnH,29-881-216-1605,7094.79,MACHINERY
939149,Customer#000939149,"O8,Csx0uQ8EAlrh9fc2yI3pr",20-933-657-9941,9326.99,AUTOMOBILE
939692,Customer#000939692,"V1OEDtRTnTKBxi96d,RvJw6gxYgUtbqnh",10-553-754-5445,182.01,AUTOMOBILE
940585,Customer#000940585,"1oPEBkSbUKR0Dqip7P1eJf,sZ NR JU l",30-201-885-4041,-724.33,FURNITURE
941435,Customer#000941435,JHgaOp6dCbM,20-121-117-9868,2841.07,BUILDING
942780,Customer#000942780,"AUKZY7sSkEt0PFBq8w,P",10-908-248-3345,8173.84,AUTOMOBILE
944639,Customer#000944639,aNtSVhisJWjyZ5,25-492-931-4016,2187.00,AUTOMOBILE
944755,Customer#000944755,"zqsMhwZYsfCu n0WduHI6onOUY2T,vescn,Wr4",27-392-641-6979,613.93,FURNITURE
1110653,Customer#001110653,"TyGJrqigI,gEhg5fLA9QAprpEclpFk7B7y9e5AT",21-414-554-5504,6975.69,AUTOMOBILE
1111210,Customer#001111210,OgxCD7h1gyf8OXsfjRmylbPduvN91ZQBDMwgDGu,22-558-192-2236,5453.15,AUTOMOBILE
1112466,Customer#001112466,"I,2WTCL fq01mZK86w7tknCYskYpHTVXMkl",30-631-575-4110,1440.13,HOUSEHOLD
1113901,Customer#001113901,PYbopagiJuyFdWcEqo1i,12-884-234-3469,-581.52,BUILDING
1114552,Customer#001114552,"6fl3T3tHYN6 , CgJsLzPM",18-745-934-3513,1163.25,MACHINERY
1117537,Customer#001117537,FwUaR8uH4DOlqVDrh,23-905-245-3504,2240.17,MACHINERY
1117609,Customer#001117609,9HT8g0acvd4r,18-144-998-9792,8564.31,HOUSEHOLD
1119520,Customer#001119520,qYt9v9LAqKuE4LKEwzkUjxgU418kxoDI3H,16-141-385-2665,-991.43,HOUSEHOLD
1119651,Customer#001119651,"FCrK,56bZ0s6Aj7LJWOBAbMagr,lUWK,,Yf7IT",29-810-598-4898,-659.04,BUILDING
1119738,Customer#001119738,jEdSW6Pnww3jLdl4xo6fPUegl0KJUpznQv7,18-649-401-1524,7705.28,MACHINERY
1119898,Customer#001119898,"IdBziU3l82PJJip,",16-837-415-2108,6999.88,BUILDING
1123051,Customer#001123051,x adPCVTiIpMBwW2jPAKgdK8P,28-440-471-4182,10.19,FURNITURE
1124346,Customer#001124346,"nk,nFFSVP13SGfLdh27CSUN DuFS",22-431-699-1587,4016.01,BUILDING
1124526,Customer#001124526,XbDvqkEjNCxh55,34-119-721-1919,5841.23,AUTOMOBILE
1124655,Customer#001124655,"1RWbVpMzgkd,Wx8QUeg8DnLU",10-453-690-9337,8234.54,BUILDING
1275893,Customer#001275893,"Aw4oRwY48GHOMemQeUU2F,w MHdFkHtQKpAP",26-772-586-8580,7024.12,HOUSEHOLD
1276364,Customer#001276364,"1JQurpV3I,lSouiqeDjF3u",32-954-982-8868,6592.47,AUTOMOBILE
1276485,Customer#001276485,sb4WZSzn69Uf8lCQb2Etx1IX2 0AjjXeOrVaz,10-248-777-9618,5715.84,HOUSEHOLD
1276609,Customer#001276609,"TTUYiKt5IZ,u3RM",10-662-884-4610,3857.41,MACHINERY
1277135,Customer#001277135,"Yi6Qxijq8,UmWNUI2R1Iwg,m,c26",33-376-391-3204,2781.36,FURNITURE
1279892,Customer#001279892,U8rVbT5VHrFFrbJ2nueXv6N6YFI2f0NIxhJ,16-277-245-5783,1731.04,BUILDING
1280683,Customer#001280683,"Onv0xwixJ74u,C9AUGcA H",33-338-672-5794,9438.72,FURNITURE
1281107,Customer#001281107,Lyw6vt 2cB,21-749-923-9306,2218.14,FURNITURE
1281973,Customer#001281973,gPpAP2WAuarsKTCH1eOAMgqDITaB8fTj,12-620-773-9927,8578.05,AUTOMOBILE
1283884,Customer#001283884,nLcAMsaKTvcYsEHkK5OUbt9,16-825-660-8941,6507.60,FURNITURE
1284500,Customer#001284500,E5ExBKt7Ic7Qd,26-972-702-8733,-113.05,BUILDING
1285249,Customer#001285249,"LbAfNKaJIpOF1SQ,ubn5",10-848-851-5976,3678.63,MACHINERY
1285701,Customer#001285701,BABxQo5osbwNCT8s,23-384-664-2057,8912.34,FURNITURE
1286184,Customer#001286184,Tbbs89IpYuIisEeb2N4Au,20-422-579-7819,3522.66,AUTOMOBILE
1286623,Customer#001286623,tFiCSukamK8L,19-144-156-5611,3539.71,HOUSEHOLD
1289475,Customer#001289475,qq1LWQlW20,12-192-392-2013,2658.25,HOUSEHOLD
1365711,Customer#001365711,hfT9k7sIfJzaJAvyCgZFBBXY3I6S,16-871-396-7650,9385.73,FURNITURE
1366891,Customer#001366891,"dGb6,5xZzL55uRS2g5l1FXN",10-288-620-5145,4972.99,HOUSEHOLD
1368605,Customer#001368605,1hrgJeUgDrCYu,14-696-734-6339,4359.25,HOUSEHOLD
1372337,Customer#001372337,"4fck4HA3pigDsYMExbE,hlKhnxcR OlhekhJZ",33-984-462-2629,4107.69,AUTOMOBILE
1373610,Customer#001373610,ETcp9FzF6UapSh5llGEmGAFNq K7eKxPqjAmf,17-143-909-7292,36.15,BUILDING
1374840,Customer#001374840,jJCnk5BI07QNB5cOhH,16-662-967-9588,2893.19,AUTOMOBILE
1375004,Customer#001375004,ojcK7dgN7V RVtiyadaKT067x,12-320-267-2029,3784.57,HOUSEHOLD
1375193,Customer#001375193,BO3RNTxvxiyoQup,21-513-246-6702,6715.67,BUILDING
1376955,Customer#001376955,"lR8vR,ILcGrdUd aMLFXZJVH1Go0PV",29-890-354-3730,-397.97,FURNITURE
1377239,Customer#001377239,aVZTGRJpg1cBqlVpawWdx47,20-499-227-6337,7157.31,BUILDING
1378052,Customer#001378052,eyemKoDW2RVuAUWE5lyfhGTf0,22-896-928-4678,3414.85,HOUSEHOLD
1378113,Customer#001378113,E2sWB ET03xHBstf,10-759-591-8389,4920.62,AUTOMOBILE
1379249,Customer#001379249,",toItK1CPTWeTP,j ",15-818-952-4207,9503.84,HOUSEHOLD
226152,Customer#000226152,rDm5HBxgVMgAA9VL0,22-843-963-6731,115.78,HOUSEHOLD
226470,Customer#000226470,erIho3D5LiIbklis,30-298-378-9255,2410.99,HOUSEHOLD
228280,Customer#000228280,nHa1mBN3vcbHnsLvpeh,14-462-978-1237,1409.08,MACHINERY
231024,Customer#000231024,2e0EHd4yT3BRWUN0nWkcHjhLbDs7h,14-726-381-9844,6874.79,HOUSEHOLD
231568,Customer#000231568,FpbYS6kZXy4TdgVFmYGTjt6YvyzPFBL,30-406-820-6329,2590.99,AUTOMOBILE
233165,Customer#000233165,hwl6tM8bUFhdDrchZK,12-131-537-8405,1767.79,FURNITURE
235379,Customer#000235379,"h0,gsLzrhLHJ6sME3cGbEoeGVMDBeI3No4m",18-261-219-7769,1019.12,BUILDING
236116,Customer#000236116,"6,p3gju6tJiDWesB5edl",20-466-938-8549,8581.15,HOUSEHOLD
236166,Customer#000236166,hKXTNbWtm9iiqcGjaRa8Kd6loh,28-600-990-9437,6088.23,FURNITURE
237524,Customer#000237524,ZLxyZvz0htEqADtcWOUccwTNx3J9kUP4p4rWCYku,13-229-866-5385,8152.89,BUILDING
605212,Customer#000605212,b55pNOKg5oU,10-460-379-3219,1833.63,BUILDING
608109,Customer#000608109,wNnoHg9efPDLub9VCMVARVAYICiYL9,13-527-276-9328,2562.33,BUILDING
608912,Customer#000608912," yhh1gr9lvr0guFj6",27-251-976-1408,9337.02,MACHINERY
609301,Customer#000609301,lIbh77JDpM1fy,27-297-741-5359,9086.14,AUTOMOBILE
609804,Customer#000609804,FoiDvcW7Pckz6dcDGvO4XrS4Kz37VBzAM,30-323-504-5327,5284.30,AUTOMOBILE
610308,Customer#000610308,Dg87vCM2a9Y4Ju,22-627-944-9224,6416.24,MACHINERY
610953,Customer#000610953,"uX4sM79xm4UitpQ,wbsL",27-436-521-6590,4156.99,BUILDING
612174,Customer#000612174,5R5x41xV5eeCN9OcOoagTJBRnuusQ4Br19KA,10-191-661-7479,63.69,MACHINERY
614132,Customer#000614132,"8,dQiVITGly3uWSb5Mhyrb2LCII4cSnNYE3",32-660-230-9733,176.64,HOUSEHOLD
614528,Customer#000614528,haU3wyMOnuK,30-584-960-4075,138.08,HOUSEHOLD
826982,Customer#000826982,miV9LBG EVcYOvWNd75vDZLESgEdYTkq,23-625-196-5224,1989.54,HOUSEHOLD
827205,Customer#000827205,A5N4xOPjYJ8q,25-567-216-8629,1057.13,HOUSEHOLD
827265,Customer#000827265,xxCkWekgnzvFFYKHeTeGeq,31-754-254-8404,-612.19,FURNITURE
827318,Customer#000827318,em7g6LXnUMl4i0i95G88A8fE,20-115-130-3466,4635.19,FURNITURE
828655,Customer#000828655,HLZSTUwx2Qg24KE,22-344-788-6280,2187.36,HOUSEHOLD
829408,Customer#000829408,qlvn3avFAdogoTtl5ME0RbHoolYmWWtd3ax6TZ,27-881-945-9132,9104.38,MACHINERY
831179,Customer#000831179,iiU8MvmKWmEiTfyYfB7TI8Adjz5fjjlbRuwROlA,19-871-273-8094,1048.27,FURNITURE
831905,Customer#000831905,DKIZGk8QuylXmieP8W6S9V4kWT70l,28-725-607-7821,8695.44,BUILDING
834860,Customer#000834860,Z52fMwZHJya6eAmQjKo8VdXKoxB Jlp,34-544-474-6303,4674.77,FURNITURE
835514,Customer#000835514,ijoozYtHlnMFHg2UCe2KX6deN0nmkLytKWKt,26-632-526-8225,9800.08,FURNITURE
835935,Customer#000835935,"iiwUxWOtd4,cFfHTbSj4nxb1XSmAT",23-740-581-2162,9474.63,FURNITURE
836396,Customer#000836396,"b7EsOY,pLBpTDWM5dJH ",28-157-913-8602,4918.30,BUILDING
1050600,Customer#001050600," bJgH9Krfr5pSXMWfoRBnrXpivnObr",29-369-529-1229,2447.04,AUTOMOBILE
1053586,Customer#001053586,KmYf5PkpUxDyAECr4C1qz0UVsnvYgIBF,33-984-408-3960,1643.63,BUILDING
1054838,Customer#001054838,RPjQOEPnEPIz0KsMNsWX rn6ww96OCzYAjr,13-154-313-2911,4764.94,MACHINERY
1056586,Customer#001056586,hu8RXBT1GGamNWLUUly 6HiBR55S,11-662-924-3426,8833.54,HOUSEHOLD
1057643,Customer#001057643,MlHvoxy4QFop1Wmnp,32-802-341-2462,4835.34,MACHINERY
1307479,Customer#001307479,"OEneD0suAl,H",15-251-912-2007,1268.74,HOUSEHOLD
1308286,Customer#001308286,"di,VVx951pQA2KFGlrhCvsnyhhJQVn9w7NsXf6g",15-126-512-4786,6586.04,FURNITURE
1309436,Customer#001309436,ReqCgIAJpt9,16-817-940-1660,-168.19,AUTOMOBILE
1312012,Customer#001312012,"HLt8fgbp,Sl",15-486-644-6247,2802.07,HOUSEHOLD
1312395,Customer#001312395,"CK6eRIm0dN8C9oQNc,3pBeP9BQ xNr1gdf",18-200-865-1319,7024.83,FURNITURE
1313903,Customer#001313903,RU1NQYZXhA4b,20-328-708-6903,9656.72,MACHINERY
1381170,Customer#001381170,cf tMwVfnbeV7k6UT5,16-155-211-5063,7512.98,BUILDING
1385089,Customer#001385089,bGm4S50xuoZfqHQmalxxAlcXSJ,17-482-162-3621,3160.00,BUILDING
1386220,Customer#001386220,lA6vXjzNUbp faQ0btZ,11-717-704-1454,3095.79,MACHINERY
1388353,Customer#001388353,YY9Mj80ELh1muvX7mApI7yg,32-141-555-4581,8539.07,BUILDING
1389063,Customer#001389063,NRw0i8BgP4a28N,30-129-965-1790,3124.02,MACHINERY
1392774,Customer#001392774,DY3x43mDn6jPMzC9PpK hH8,34-769-262-4337,2332.71,BUILDING
1393954,Customer#001393954,OH3yiOCCUIYs3kR00Bmc3m8l1hI,13-331-255-8708,6722.31,HOUSEHOLD
270407,Customer#000270407,"HqUsT26dFHfcDk,M",30-482-937-8655,7702.93,MACHINERY
273712,Customer#000273712,SRrh3XDxFnxe2DwsTJw,34-392-914-8125,2313.45,BUILDING
273806,Customer#000273806,0 JP g4KKiVD,11-380-352-3685,8718.86,AUTOMOBILE
273836,Customer#000273836,"XO QeqE,ln9",19-647-181-4183,9981.60,HOUSEHOLD
278491,Customer#000278491,uxpHv1bzy4lRt2dYo,19-472-695-4905,4320.02,BUILDING
281004,Customer#000281004,W mDHWmS0pGcx9Nvg4IxLZ,14-922-582-1846,2108.94,FURNITURE
284084,Customer#000284084,oerPX7VrpGImRK e81Ghc,18-542-111-7323,1436.47,AUTOMOBILE
450594,Customer#000450594,J6NicFHZzopQYA,29-870-865-7352,214.65,FURNITURE
452395,Customer#000452395,ijdJ5q 0CEWUn63I,16-746-245-4144,2884.51,FURNITURE
453296,Customer#000453296,"JCFHE,KxHg3AXitlHxyqYMZYwd7IMPVfZYDO",13-639-142-3855,7890.01,MACHINERY
453415,Customer#000453415,"uBad,FeXqqwFGZotE XPI ,WeuYWOHCB87WL1j e",15-609-541-2050,3826.87,BUILDING
461506,Customer#000461506,IzwLfaoXQbOWC,28-339-283-1256,440.94,FURNITURE
462647,Customer#000462647,RhaPtNQiSHVNBPH0R1,33-396-239-5167,9627.30,AUTOMOBILE
570416,Customer#000570416,qS2J6lnyNA2mruVBoPuca,31-355-271-2852,2763.15,BUILDING
571437,Customer#000571437,1AiJir9OgVp2IChNgb hdry9O ,24-797-130-2008,8768.42,MACHINERY
572501,Customer#000572501,0hIkLzO8Wdj2l5A4hbnqWwFfXYqEAQxLywM59L,33-484-991-9758,6563.41,HOUSEHOLD
575011,Customer#000575011,"RxbhAMMxF22YhcJpLKZq,A9KjBDk03JiHF9 Z",29-129-734-1071,711.99,HOUSEHOLD
575161,Customer#000575161,"QUeMUeYM0Ls31,sWyF",29-356-291-1224,841.93,BUILDING
575174,Customer#000575174,kwMP6BGoPcSrsYgI kRS,19-840-279-2849,7604.83,BUILDING
575727,Customer#000575727,6ldJk ZqJNI4zJXJZCXzcA4C5eSYznAFJaBgyH b,30-387-405-5781,384.31,MACHINERY
577694,Customer#000577694,hGMWD3eoNEY4eRHU,30-771-376-5441,6978.18,BUILDING
584673,Customer#000584673,SDAjpQL91C3,24-305-508-9934,3966.40,HOUSEHOLD
646788,Customer#000646788,"3mTsP9mAgcmGn,mZ6Pyr0UgyjvgA1bVc8v",14-955-764-3495,-912.33,FURNITURE
647205,Customer#000647205,"3,hvTrt3Hu8",16-286-371-5444,5511.55,MACHINERY
647236,Customer#000647236,KdC4Usz7mFmuDpmM,34-464-572-3676,7293.03,BUILDING
648087,Customer#000648087,JGLem2 AiZJ5p636RFB3LA,33-461-339-1123,3335.94,BUILDING
650403,Customer#000650403,x4G tvKIF9r6fiLeXuW4m7mVwDyx5VgFbG0,13-596-310-5117,1647.72,AUTOMOBILE
651398,Customer#000651398,2LqaauGSRQb,20-514-590-6570,-832.75,BUILDING
656259,Customer#000656259,0cuGvIhw4hRs5TQRgnvrI65m9jzxm5hqV4u,17-893-666-7494,5308.62,MACHINERY
656834,Customer#000656834,kgdzTCxPIAzfzXzuO4bNWJC,22-329-390-9277,4349.50,HOUSEHOLD
657735,Customer#000657735,dWc3DOxeSwV,14-467-840-4287,2511.57,MACHINERY
78302,Customer#000078302,ZPV4J1xGPdGBEf5GIDRgbjJYWsAH9ewNnr,32-697-740-5728,3175.58,HOUSEHOLD
82884,Customer#000082884,"aQSWhBRB223R8EVz,Bh9LcRmK7KdOoR6d",32-662-348-4977,4557.08,FURNITURE
84369,Customer#000084369,"A,eblHQoeUWCVsMPl7Cw,6JT,baHk8bpvoMJ",15-127-119-6637,4009.76,HOUSEHOLD
84370,Customer#000084370,tyq5ibcaXb,11-842-132-7879,4101.82,BUILDING
84537,Customer#000084537,"YzWTp,ptxQVpiMAfleoNURCrSax,,RERr1v22C",21-162-341-7183,6017.42,HOUSEHOLD
85388,Customer#000085388,"rZKWJ9ZJOcu4,OAgEGSR2",21-293-134-3942,4029.14,MACHINERY
86493,Customer#000086493,MT3UKxCIGMsFxoe,20-867-848-6589,1096.07,AUTOMOBILE
89071,Customer#000089071,cgeJ1gXTwh5Gi9k5kI6k0jNAIXWoWt,28-303-598-7447,3099.59,BUILDING
1065537,Customer#001065537,X80UlbJEjHkyrMsCBcRT6YJCwiNHryko7eoAq,15-670-502-8097,-639.36,HOUSEHOLD
1068691,Customer#001068691,"nARDmbBbm2Wgh,e7eKe9Bsu",10-132-648-7484,4980.39,HOUSEHOLD
